superkingdom	kingdom	phylum	class	order	family	genus	species	OP0.2A	OP0.2B	OP0.2C	OP1.2A	OP1.2B	OP1.2C	OP5.0A	OP5.0B	OP5.0C	OP8.0A	OP8.0B	OP8.0C	EN0.2A	EN0.2B	EN0.2C
Archaea	NA	Crenarchaeota	Thermoproteales	Thermoprotei	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Archaea	NA	Euryarchaeota	Methanobacteriales	Methanobacteria	Methanobacteriaceae	Methanobacterium	NA	0	0	0	0	2	2	0	0	1	0	0	3	0	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_24_H11	54	59	34	7	27	8	0	2	0	8	5	1	34	57	40
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium pallidum	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium ponti	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrolimnae	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum	50	66	66	67	55	64	37	100	254	86	60	203	34	40	59
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium reichenbachii	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sangjuense	4	0	5	6	8	2	4	7	32	9	7	45	1	1	7
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sediminis	1	3	17	10	7	32	24	16	46	9	19	48	2	10	5
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 140616W15	0	0	3	4	9	11	3	34	41	18	20	69	3	3	4
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 4H	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. CJ74	0	0	1	2	3	2	4	0	3	2	0	7	0	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_25_G08	66	69	63	27	20	14	3	2	3	2	2	3	63	51	53
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. D0498	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. GMA3-49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. GMA4-118	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. GS13	0	4	24	0	14	113	14	44	349	1	10	393	0	3	50
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. HYN0086	0	3	2	0	2	1	11	5	22	3	9	24	0	4	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. ICM 176	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. KBS0721	1	0	4	1	7	15	17	12	27	3	14	54	1	3	5
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. KP1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. R-38388	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_31_G08	1	0	1	1	11	0	0	0	0	0	0	0	1	2	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. Tm-N-41-1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. XS-5	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	Flavobacterium succinicans	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	uncultured Flavobacterium sp.	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Flavobacterium	NA	37	63	180	198	238	348	366	643	1076	426	446	1154	29	93	150
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Formosa	Formosa agariphila	10	15	16	11	11	6	32	73	19	102	42	27	10	13	6
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Formosa	Formosa sp. Hel1_31_208	6	10	6	45	43	17	81	77	70	104	63	83	8	8	5
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Formosa	Formosa sp. Hel1_33_131	9418	11099	15599	20206	21376	7541	4558	4392	2281	5469	3864	1942	9411	16110	6468
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Formosa	Formosa sp. Hel3_A1_48	8240	9550	12215	9887	10141	4153	1451	1616	955	1670	1159	721	5814	7065	3937
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_37_D10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Formosa	Formosa sp. PS13	12	9	6	18	17	1	19	19	13	20	23	15	0	10	5
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Formosa	NA	26	58	48	69	47	18	15	33	8	15	18	13	28	38	16
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gillisia	Gillisia sp. Hel1_33_143	5	5	6	7	9	2	16	30	4	17	27	16	2	6	3
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gilvibacter	Gilvibacter sp. SZ-19	2	0	0	0	2	0	0	8	0	0	1	0	0	1	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gramella	Gramella flava	2	0	0	1	2	0	0	5	5	3	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gramella	Gramella forsetii	0	0	0	0	1	0	0	3	0	10	0	2	0	0	2
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gramella	Gramella fulva	0	0	2	0	0	0	0	8	0	0	0	1	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gramella	Gramella salexigens	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gramella	Gramella sp. MAR_2010_102	2	1	3	2	8	1	0	7	4	2	0	18	0	5	3
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gramella	Gramella sp. MAR_2010_147	3	0	0	0	0	4	0	7	0	0	4	0	0	6	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_41_H02	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Gramella	NA	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Kordia	Kordia sp. SMS9	3	9	6	45	26	8	22	55	8	34	45	29	4	3	2
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. 5H-3-7-4	15	25	17	68	51	30	21	48	18	17	39	31	11	13	11
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. Bg11-31	78	130	98	272	337	100	72	102	61	66	109	94	42	69	35
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Lacinutrix	Lacinutrix venerupis	38	44	45	101	102	40	16	46	19	48	51	42	28	23	19
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Lacinutrix	NA	69	83	81	257	268	97	16	64	38	61	34	30	38	48	18
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Lutibacter	Lutibacter profundi	12	5	10	3	23	10	4	49	23	21	17	51	2	4	3
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Maribacter	Maribacter cobaltidurans	0	2	2	2	2	0	0	13	10	14	25	11	2	2	3
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Maribacter	Maribacter sp. 1_2014MBL_MicDiv	0	7	4	19	11	2	24	24	11	38	23	12	9	4	2
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_42_E08	64	59	89	27	28	12	6	22	0	9	14	4	63	54	57
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Maribacter	Maribacter sp. HTCC2170	1	3	4	0	2	3	10	23	4	13	2	9	2	0	6
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Maribacter	Maribacter sp. MAR_2009_60	1	6	1	3	6	0	17	9	3	3	17	10	1	6	2
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Maribacter	Maribacter sp. MJ134	4	5	7	3	4	0	12	14	13	10	25	20	1	1	3
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Maribacter	Maribacter sp. T28	23	35	80	28	52	44	152	151	169	153	200	275	16	30	25
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Maribacter	NA	16	19	21	12	18	9	69	142	49	58	105	60	3	10	10
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Mariniflexile	Mariniflexile sp. TRM1-10	13	28	22	35	41	8	88	270	53	141	109	72	16	53	4
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Muricauda	Muricauda lutaonensis	6	0	0	0	0	0	0	4	2	3	2	0	0	1	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Muricauda	Muricauda ruestringensis	1	0	0	0	0	0	4	0	3	3	4	2	1	2	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Muriicola	Muriicola sp. MMS17-SY002	0	4	15	2	0	0	0	13	4	6	4	2	1	3	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Myroides	Myroides odoratimimus	0	2	6	2	0	1	0	0	23	0	0	7	0	1	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Myroides	Myroides profundi	0	3	0	0	2	0	4	6	0	0	1	0	1	0	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Myroides	Myroides sp. A21	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Myroides	Myroides sp. ZB35	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Myroides	NA	1	3	0	2	0	4	0	0	0	3	0	6	0	3	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	Nonlabens dokdonensis	4	6	5	4	1	2	5	57	4	25	28	12	2	1	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	Nonlabens marinus	0	3	4	4	4	1	4	23	0	8	20	0	0	3	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	Nonlabens sediminis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	Nonlabens sp. Hel1_33_55	0	8	13	8	3	1	19	30	2	1	34	2	2	9	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	Nonlabens sp. MB-3u-79	1	3	2	6	9	8	6	30	3	28	15	5	4	6	3
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	Nonlabens sp. MIC269	0	0	2	0	2	0	0	0	4	3	0	0	3	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	Nonlabens sp. MJ115	0	0	0	1	0	0	5	12	0	0	7	1	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	Nonlabens spongiae	3	4	21	5	0	5	3	9	3	4	15	5	5	9	7
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Nonlabens	NA	2	4	0	9	0	0	0	9	0	1	9	0	0	1	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Olleya	Olleya aquimaris	10	2	17	22	35	12	44	79	53	85	68	80	6	18	8
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Olleya	Olleya sp. Bg11-27	7	16	34	40	20	9	36	56	32	29	27	36	5	25	16
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Olleya	NA	0	0	5	0	2	1	4	8	6	8	3	6	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Ornithobacterium	Ornithobacterium rhinotracheale	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter filamentus	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii	27	35	49	100	101	17	66	149	64	150	169	118	36	38	29
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_51_A05	75	73	73	27	31	13	15	19	3	12	5	8	79	42	60
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sejongensis	7	2	5	19	21	18	4	49	7	8	45	28	10	7	4
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. ALD11	13	16	26	21	29	25	103	88	24	43	65	33	16	19	11
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. BM10	6	4	4	11	11	0	25	44	5	22	30	16	8	4	4
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. Hel1_33_78	92	104	115	166	142	46	80	57	33	76	42	66	84	93	45
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. KT 15	4	3	5	13	10	4	11	31	17	10	23	36	5	14	9
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. KT25b	29	45	56	133	138	59	254	473	223	242	270	389	32	41	37
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. MED152	7	10	8	29	32	15	20	67	8	49	39	30	11	22	12
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. SA4-10	32	36	46	92	62	38	30	119	40	37	47	47	28	54	29
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. SA4-12	87	95	99	114	91	45	52	98	40	55	51	82	53	73	40
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter sp. TNO017	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_53_F06	2	1	0	6	0	1	0	4	1	0	9	2	0	0	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	Polaribacter vadi	12	27	26	43	39	22	97	183	80	135	177	93	16	21	13
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	uncultured Polaribacter sp.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Polaribacter	NA	118	181	177	265	332	126	322	615	280	396	434	481	85	154	69
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Psychroflexus	Psychroflexus torquis	23	27	12	6	27	9	11	29	20	29	38	28	8	22	21
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Psychroserpens	Psychroserpens sp. NJDZ02	10	4	20	23	21	8	51	62	27	36	26	40	15	9	8
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Riemerella	Riemerella anatipestifer	0	1	0	0	2	1	0	15	9	5	5	15	0	0	2
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Robiginitalea	Robiginitalea biformata	0	2	1	5	2	0	5	4	5	0	5	1	0	1	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Salegentibacter	Salegentibacter salegens	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Salegentibacter	Salegentibacter sp. T436	1	0	1	0	0	0	7	0	0	3	24	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Salegentibacter	NA	0	0	0	2	0	0	3	0	0	0	3	0	0	0	0
Archaea	NA	Euryarchaeota	Methanobacteriales	Methanobacteria	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1	2	20	14	5	49	42	21	73	27	58	77	2	10	18
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_56_F06	28	17	1	40	8	3	38	27	9	14	10	5	18	6	5
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Sediminicola	Sediminicola sp. YIK13	4	7	4	13	10	6	2	12	12	10	13	32	5	2	6
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Seonamhaeicola	Seonamhaeicola sp. S2-3	6	14	8	21	14	3	6	56	18	58	23	15	4	7	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Siansivirga	Siansivirga zeaxanthinifaciens	53	47	54	161	167	60	127	97	63	168	52	78	54	54	42
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tamlana	Tamlana sp. UJ94	4	7	16	18	33	15	17	84	29	33	32	35	10	12	4
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum aiptasiae	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum dicentrarchi	8	6	14	9	8	7	29	29	7	19	13	18	2	1	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum jejuense	2	2	0	6	5	3	23	17	1	12	33	10	3	2	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum maritimum	5	5	5	8	4	6	10	17	4	11	27	3	2	5	0
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_70_D10	16	13	14	1	16	0	10	0	3	4	0	6	14	16	12
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum mesophilum	1	12	2	3	5	1	11	19	5	25	10	15	0	4	5
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum ovolyticum	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum skagerrakense	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum soleae	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. DSM 106434	0	3	6	0	1	2	11	20	1	4	3	3	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. SZ-18	1	1	3	11	21	5	21	35	2	22	16	16	3	8	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. Tsp.3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. Tsp.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	Tenacibaculum todarodis	27	19	35	48	49	20	35	39	36	44	70	31	16	22	17
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Tenacibaculum	NA	7	9	5	26	21	8	38	98	16	38	78	21	3	12	3
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_72_F07	1	0	4	0	0	0	0	0	0	0	0	0	1	7	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Urechidicola	Urechidicola croceus	2	3	0	11	14	0	3	41	8	31	35	17	1	5	4
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Weeksella	Weeksella virosa	0	0	2	2	0	3	0	0	7	0	0	14	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica	55	171	249	156	223	56	377	510	156	399	545	210	67	158	181
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. J14-2	4	6	11	22	17	5	22	25	12	8	9	14	4	9	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. PC-19	21	7	18	23	20	11	7	20	2	12	10	25	8	5	5
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. PG-2	13	23	12	22	24	9	19	52	14	47	45	56	21	20	16
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. RHA_55	9	0	7	13	26	5	47	62	17	35	45	14	6	18	2
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Winogradskyella	NA	3	0	9	7	6	1	5	21	9	8	15	12	2	3	1
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	157	195	203	308	276	130	110	133	39	67	94	50	146	176	117
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda	3	4	3	2	0	0	3	6	2	14	3	4	0	4	1
Archaea	NA	Thaumarchaeota	NA	NA	NA	NA	uncultured marine thaumarchaeote KM3_73_B11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	Flavobacteriaceae bacterium	9	4	3	4	15	4	7	14	6	6	8	28	0	6	3
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	Flavobacteriaceae bacterium 10Alg115	6	3	8	8	7	5	28	35	15	16	13	15	3	10	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	Flavobacteriaceae bacterium F202Z8	0	0	0	3	3	0	0	0	0	0	3	3	0	0	0
Bacteria	NA	Bacteroidetes	Flavobacteriales	Flavobacteriia	Flavobacteriaceae	NA	Flavobacteriaceae bacterium Hel1_33_7	3	0	2	1	0	0	0	0	0	0	0	0	0	1	0
