superkingdom	kingdom	phylum	class	order	family	genus	species	OP0.2A	OP0.2B	OP0.2C	OP1.2A	OP1.2B	OP1.2C	OP5.0A	OP5.0B	OP5.0C	OP8.0A	OP8.0B	OP8.0C	EN0.2A	EN0.2B	EN0.2C
Bacteria	NA	Actinobacteria	Streptomycetales	Actinobacteria	Streptomycetaceae	Streptomyces	Streptomyces xinghaiensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	NA	Endomyxa	Haplosporida	Ascetosporea	NA	NA	NA	0	0	0	0	0	0	2	0	0	3	0	0	0	4	0
Eukaryota	NA	Endomyxa	Plasmodiophorida	NA	Plasmodiophoridae	Spongospora	Spongospora sp. HH-2014	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	NA	Endomyxa	Plasmodiophorida	NA	Plasmodiophoridae	Spongospora	Spongospora subterranea	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
Eukaryota	NA	Endomyxa	Plasmodiophorida	NA	Plasmodiophoridae	Woronina	Woronina pythii	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota	NA	Endomyxa	Plasmodiophorida	NA	Plasmodiophoridae	NA	NA	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
Eukaryota	NA	Endomyxa	Vampyrellida	NA	Vampyrellidae	Vampyrella	Vampyrella pendula	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Eukaryota	NA	Endomyxa	NA	Ascetosporea	NA	NA	NA	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
Eukaryota	NA	Endomyxa	NA	NA	Gromiidae	Gromia	Gromia oviformis	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Eukaryota	NA	Endomyxa	NA	NA	NA	Filoreta	Filoreta marina	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Streptomycetales	Actinobacteria	Streptomycetaceae	Streptomyces	NA	9	4	2	0	0	2	1	4	6	3	8	12	0	7	2
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Diplonemidae	Diplonema	Diplonema papillatum	7	4	22	26	17	30	129	110	148	100	88	55	3	12	10
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Diplonemidae	Diplonema	NA	0	0	0	0	0	0	0	0	4	4	0	0	0	1	0
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Diplonemidae	Rhynchopus	Rhynchopus euleeides	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Diplonemidae	Rhynchopus	Rhynchopus sp. ATCC 50226	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Diplonemidae	Rhynchopus	Rhynchopus sp. ATCC 50230	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Diplonemidae	Rhynchopus	NA	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Diplonemidae	NA	NA	0	0	0	0	0	0	1	0	0	0	9	0	0	1	0
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Hemistasiidae	Hemistasia	Hemistasia phaeocysticola	3	1	0	1	0	1	0	0	8	1	8	1	0	0	0
Eukaryota	NA	Euglenozoa	Diplonemea	NA	Hemistasiidae	NA	Hemistasiidae sp.	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Streptomycetales	Actinobacteria	Streptomycetaceae	NA	NA	0	0	0	0	2	5	0	1	0	4	7	10	0	0	1
Eukaryota	NA	Euglenozoa	Diplonemea	NA	NA	NA	uncultured marine diplonemid	0	0	0	0	0	0	3	0	3	0	4	0	0	0	0
Eukaryota	NA	Euglenozoa	Diplonemea	NA	NA	NA	NA	0	2	3	16	11	5	49	36	37	28	29	12	3	8	3
Eukaryota	NA	Euglenozoa	Euglenales	Euglenida	Euglenaceae	Euglena	Euglena gracilis	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Euglenales	Euglenida	Euglenaceae	Monomorphina	Monomorphina parapyrum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	NA	Euglenozoa	Euglenales	Euglenida	Peranemataceae	Entosiphon	Entosiphon sulcatum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Euglenales	Euglenida	NA	NA	NA	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
Eukaryota	NA	Euglenozoa	Eutreptiales	Euglenida	Astasiaceae	Cyclidiopsis	Cyclidiopsis acus	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Eutreptiales	Euglenida	Astasiaceae	Distigma	Distigma curvata	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Eutreptiales	Euglenida	NA	Eutreptiella	Eutreptiella braarudii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Nocardiopsaceae	Nocardiopsis	Nocardiopsis alba	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Eutreptiales	Euglenida	NA	Eutreptiella	Eutreptiella gymnastica	9	0	0	45	67	63	733	821	462	451	537	852	29	66	31
Eukaryota	NA	Euglenozoa	Eutreptiales	Euglenida	NA	Eutreptiella	Eutreptiella pomquetensis	0	0	1	13	0	23	182	102	242	134	80	218	4	1	8
Eukaryota	NA	Euglenozoa	Eutreptiales	Euglenida	NA	Eutreptiella	Eutreptiella sp. CCMP1491	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Eutreptiales	Euglenida	NA	Eutreptiella	Eutreptiella sp. MBIC11104	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0
Eukaryota	NA	Euglenozoa	Eutreptiales	Euglenida	NA	Eutreptiella	NA	0	0	0	1	0	5	57	6	38	21	11	53	0	2	1
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	Bodo	Bodo saltans	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	Neobodo	Neobodo designis	0	0	4	0	1	0	0	3	0	0	0	0	0	0	2
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	Neobodo	Neobodo saliens	1	1	0	2	1	0	4	0	0	6	0	0	2	0	0
Archaea	NA	Thaumarchaeota	Nitrosopumilales	NA	Nitrosopumilaceae	Candidatus Nitrosomarinus	Candidatus Nitrosomarinus catalina	4937	5692	4839	1858	2082	898	529	636	450	545	422	474	5499	4477	4714
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	Parabodo	Parabodo caudatus	0	0	3	0	0	0	0	0	2	0	0	0	0	0	3
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	Parabodo	NA	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	Procryptobia	Procryptobia sorokini	5	0	1	11	0	2	10	0	0	3	7	0	0	2	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	Procryptobia	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	Rhynchomonas	Rhynchomonas nasuta	0	0	1	1	1	3	0	0	0	1	0	0	0	0	2
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	NA	Bodonidae sp. RS407A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	NA	Bodonidae sp. SL200c	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Bodonidae	NA	NA	0	0	0	17	4	1	0	0	34	7	5	5	1	2	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Angomonas	Angomonas deanei	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Herpetomonas	Herpetomonas megaseliae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Leishmania	Leishmania donovani	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Leishmania	Leishmania major	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Leishmania	Leishmania peruviana	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Leishmania	NA	2	0	0	0	0	0	0	0	0	4	3	4	2	1	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Leptomonas	Leptomonas pyrrhocoris	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Trypanosoma	Trypanosoma cf. varani	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Trypanosoma	Trypanosoma conorhini	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi	0	0	1	2	3	1	0	0	0	0	6	0	2	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Trypanosoma	Trypanosoma danilewskyi	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Nocardiopsaceae	Thermobifida	Thermobifida fusca	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Trypanosoma	Trypanosoma grosi	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Trypanosoma	Trypanosoma rangeli	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Trypanosoma	Trypanosoma vivax	0	0	0	0	1	0	0	7	0	0	8	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	Trypanosoma	NA	0	0	0	2	2	0	0	0	1	0	0	5	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	Trypanosomatidae	NA	NA	9	10	3	18	12	7	27	20	11	13	5	9	7	7	2
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	NA	Perkinsela	Perkinsela sp. CCAP 1560/4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	NA	NA	Kinetoplastida sp. LDR2000	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	Kinetoplastida	NA	NA	NA	NA	1	0	4	11	14	4	0	0	8	9	7	10	4	2	1
Eukaryota	NA	Euglenozoa	Petalomonadida	NA	Scytomonadidae	Notosolenus	Notosolenus urceolatus	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Streptosporangiaceae	Nonomuraea	Nonomuraea gerenzanensis	0	0	0	0	0	0	1	0	2	0	2	1	0	0	0
Eukaryota	NA	Euglenozoa	Petalomonadida	NA	Scytomonadidae	Petalomonas	Petalomonas acorensis	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Euglenozoa	NA	Euglenida	NA	Rapaza	Rapaza viridis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	NA	Euglenozoa	NA	Euglenida	NA	NA	NA	0	0	0	0	0	3	20	10	22	13	11	28	0	0	1
Eukaryota	NA	Euglenozoa	NA	NA	NA	NA	uncultured euglenid	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Eukaryota	NA	Euglenozoa	NA	NA	NA	NA	NA	0	1	0	0	4	3	3	2	0	2	2	1	1	0	0
Eukaryota	NA	Evosea	Acytosteliales	Eumycetozoa	Acytosteliaceae	Acytostelium	Acytostelium subglobosum	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0
Eukaryota	NA	Evosea	Dictyosteliales	Eumycetozoa	Dictyosteliaceae	Dictyostelium	Dictyostelium purpureum	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Eukaryota	NA	Evosea	Echinosteliales	Eumycetozoa	Echinosteliidae	Echinostelium	Echinostelium coelocephalum	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Streptosporangiaceae	Nonomuraea	Nonomuraea sp. ATCC 55076	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Evosea	Mastigamoebida	NA	Entamoebidae	Entamoeba	Entamoeba dispar	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	NA	Evosea	Mastigamoebida	NA	Entamoebidae	Entamoeba	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	NA	Evosea	Mastigamoebida	NA	Mastigamoebidae	Mastigamoeba	Mastigamoeba balamuthi	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
Eukaryota	NA	Evosea	Pelobiontida	NA	NA	Mastigella	Mastigella eilhardi	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Evosea	Pelobiontida	NA	NA	Mastigella	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	NA	Evosea	Physariida	Eumycetozoa	Physaraceae	Physarum	Physarum polycephalum	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eukaryota	NA	Evosea	NA	Eumycetozoa	NA	NA	NA	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Eukaryota	NA	Evosea	NA	NA	NA	Squamamoeba	Squamamoeba japonica	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0
Eukaryota	NA	Foraminifera	Rotaliida	NA	Elphidiidae	Elphidium	Elphidium margaritaceum	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Eukaryota	NA	Foraminifera	Rotaliida	NA	Glabratellidae	Planoglabratella	Planoglabratella opercularis	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum	0	0	0	0	0	0	6	0	1	0	1	0	0	0	0
Eukaryota	NA	Foraminifera	Rotaliida	NA	Rotaliidae	Ammonia	Ammonia aberdoveyensis	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Foraminifera	Rotaliida	NA	Rotaliidae	Ammonia	Ammonia sp.	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Foraminifera	Rotaliida	NA	Rotaliidae	Ammonia	NA	0	0	2	1	0	0	4	0	0	0	1	0	0	0	1
Eukaryota	NA	Foraminifera	NA	NA	NA	NA	Foraminifera environmental sample	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Eukaryota	NA	Foraminifera	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Fornicata	Diplomonadida	NA	Hexamitidae	Hexamita	Hexamita inflata	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	NA	Fornicata	Diplomonadida	NA	Hexamitidae	Hexamita	NA	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Fornicata	Diplomonadida	NA	Hexamitidae	Trepomonas	Trepomonas sp. PC1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	NA	Fornicata	Diplomonadida	NA	Hexamitidae	Trepomonas	Trepomonas sp. PPS6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Fornicata	Diplomonadida	NA	Hexamitidae	Trepomonas	NA	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Fornicata	Diplomonadida	NA	Hexamitidae	Trimitus	Trimitus sp. DOGA1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Eukaryota	NA	Fornicata	Diplomonadida	NA	Hexamitidae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota	NA	Fornicata	NA	NA	NA	Carpediemonas	Carpediemonas sp. PCE	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota	NA	Fornicata	NA	NA	NA	Kipferlia	Kipferlia bialata	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	NA	Haptista	Coccolithales	Haptophyta	Coccolithaceae	Coccolithus	Coccolithus pelagicus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Isochrysidales	Haptophyta	Isochrysidaceae	Isochrysis	Isochrysis galbana	0	0	0	0	0	0	5	7	7	0	0	0	0	1	0
Eukaryota	NA	Haptista	Isochrysidales	Haptophyta	Isochrysidaceae	Tisochrysis	Tisochrysis lutea	2	0	0	0	5	4	4	4	0	8	3	2	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Thermomonosporaceae	Actinomadura	Actinomadura amylolytica	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota	NA	Haptista	Isochrysidales	Haptophyta	Isochrysidaceae	NA	NA	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0
Eukaryota	NA	Haptista	Isochrysidales	Haptophyta	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	1053	726	497	5943	5799	3385	119672	68463	41372	87508	97454	42668	3381	9245	2326
Eukaryota	NA	Haptista	Isochrysidales	Haptophyta	Noelaerhabdaceae	Emiliania	NA	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Isochrysidales	Haptophyta	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa oceanica	0	0	0	1	0	0	28	4	2	4	11	3	0	3	0
Eukaryota	NA	Haptista	Isochrysidales	Haptophyta	Noelaerhabdaceae	NA	NA	3	0	0	2	11	6	147	165	85	175	154	126	8	7	3
Eukaryota	NA	Haptista	Isochrysidales	Haptophyta	NA	NA	NA	0	0	3	2	5	6	133	109	53	68	91	94	6	9	1
Eukaryota	NA	Haptista	Pavlovales	Haptophyta	Pavlovaceae	Diacronema	Diacronema sp. CCMP610	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Eukaryota	NA	Haptista	Pavlovales	Haptophyta	Pavlovaceae	Pavlova	Pavlova gyrans	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Pavlovales	Haptophyta	Pavlovaceae	Pavlova	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Thermomonosporaceae	Actinomadura	Actinomadura sp. WMMA1423	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
Eukaryota	NA	Haptista	Pavlovales	Haptophyta	Pavlovaceae	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Phaeocystales	Haptophyta	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	3	1	0	12	17	7	32	79	45	56	46	25	3	5	5
Eukaryota	NA	Haptista	Phaeocystales	Haptophyta	Phaeocystaceae	Phaeocystis	Phaeocystis globosa	0	3	1	20	18	2	62	64	16	21	23	12	1	8	8
Eukaryota	NA	Haptista	Phaeocystales	Haptophyta	Phaeocystaceae	Phaeocystis	Phaeocystis sp. PLY559	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0
Eukaryota	NA	Haptista	Phaeocystales	Haptophyta	Phaeocystaceae	Phaeocystis	NA	1	3	4	44	58	15	121	171	74	124	134	30	10	10	6
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina acantha	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina alifera	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina andersonii	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina cymbium	0	0	3	0	0	0	6	0	0	0	3	1	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina parva	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Thermomonosporaceae	Actinomadura	Actinomadura sp. WMMB499	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina simplex	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina sp. NIES-1333	0	3	0	4	1	1	11	17	7	11	16	2	0	4	3
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Chrysochromulinaceae	Chrysochromulina	NA	1	2	0	7	14	3	46	39	12	6	49	13	5	4	4
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Prymnesiaceae	Haptolina	Haptolina fragaria	0	0	0	1	0	0	0	0	5	9	6	7	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Prymnesiaceae	Haptolina	Haptolina hirta	1	0	3	2	7	1	5	0	2	8	3	3	2	0	1
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Prymnesiaceae	Haptolina	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Prymnesiaceae	Imantonia	Imantonia rotunda	0	0	0	1	5	1	0	5	0	0	7	0	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Prymnesiaceae	Prymnesium	Prymnesium parvum	0	0	1	5	5	0	26	3	8	9	6	8	0	8	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	Prymnesiaceae	Prymnesium	Prymnesium pigrum	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Prymnesiales	Haptophyta	NA	NA	NA	0	3	0	9	10	7	51	26	19	11	7	19	3	0	2
Archaea	NA	Thaumarchaeota	Nitrosopumilales	NA	Nitrosopumilaceae	Nitrosopumilus	Candidatus Nitrosopumilus koreensis	18	17	4	28	15	2	3	20	5	2	27	7	15	11	6
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Eukaryota	NA	Haptista	Pterocystida	Centroplasthelida	Heterophryidae	Sphaerastrum	Sphaerastrum fockii	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Pterocystida	Centroplasthelida	Pterocystidae	Chlamydaster	Chlamydaster sterni	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	Pterocystida	Centroplasthelida	Pterocystidae	Pterocystis	Pterocystis tropica	0	0	0	0	0	0	0	8	0	7	4	0	0	0	0
Eukaryota	NA	Haptista	Pterocystida	Centroplasthelida	NA	Oxnerella	Oxnerella micra	0	0	0	0	0	0	0	21	0	7	1	0	0	1	0
Eukaryota	NA	Haptista	Pterocystida	Centroplasthelida	NA	NA	NA	0	0	0	2	0	3	31	6	2	4	8	0	2	2	0
Eukaryota	NA	Haptista	Syracosphaerales	Haptophyta	Rhabdosphaeraceae	Algirosphaera	Algirosphaera robusta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota	NA	Haptista	NA	Centroplasthelida	NA	NA	uncultured Centroheliozoa	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Eukaryota	NA	Haptista	NA	Haptophyta	NA	NA	Haptophyceae sp. 02-C1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	NA	Haptophyta	NA	NA	Haptophyceae sp. EE-2014	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Thermomonosporaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	NA	Haptista	NA	Haptophyta	NA	NA	Haptophyta environmental samples	0	0	0	0	0	0	4	0	3	5	0	0	0	0	0
Eukaryota	NA	Haptista	NA	Haptophyta	NA	NA	uncultured prymnesiophyte C19847	2	1	0	1	8	5	20	9	1	10	12	2	2	0	0
Eukaryota	NA	Haptista	NA	Haptophyta	NA	NA	uncultured prymnesiophyte C5574	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	NA	Haptophyta	NA	NA	uncultured prymnesiophyte C8704	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0
Eukaryota	NA	Haptista	NA	Haptophyta	NA	NA	NA	15	26	19	137	143	53	664	687	306	541	543	253	26	33	33
Eukaryota	NA	Heterolobosea	NA	NA	Vahlkampfiidae	Naegleria	Naegleria gruberi	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0
Eukaryota	NA	Heterolobosea	NA	NA	NA	NA	uncultured heterolobosean	0	0	0	0	0	0	2	0	0	8	0	0	1	0	0
Eukaryota	NA	Imbricatea	Euglyphida	NA	Cyphoderiidae	NA	NA	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Eukaryota	NA	Imbricatea	Euglyphida	NA	Euglyphidae	Placocista	Placocista sp. CC-Grouse Mountain	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	NA	NA	NA	4	1	0	0	0	0	0	0	0	0	0	0	2	0	3
Eukaryota	NA	Imbricatea	Euglyphida	NA	Euglyphidae	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota	NA	Imbricatea	Euglyphida	NA	Paulinellidae	Paulinella	Paulinella chromatophora	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Eukaryota	NA	Imbricatea	Euglyphida	NA	Paulinellidae	Paulinella	Paulinella micropora	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0
Eukaryota	NA	Imbricatea	Spongomonadida	NA	Spongomonadidae	Spongomonas	Spongomonas sp. ATCC 50405	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
Eukaryota	NA	Imbricatea	Thaumatomonadida	NA	Thaumatomastigidae	Protaspis	Protaspis grandis	0	0	0	0	3	0	0	5	4	4	6	14	0	1	0
