	sample:OP0.2A	sample:OP0.2B	sample:OP0.2C	sample:OP1.2A	sample:OP1.2B	sample:OP1.2C	sample:OP5.0A	sample:OP5.0B	sample:OP5.0C	sample:OP8.0A	sample:OP8.0B	sample:OP8.0C	sample:EN0.2A	sample:EN0.2B	sample:EN0.2C	count	superkingdom_name	kingdom_name	phylum_name	class_name	order_name	family_name	genus_name	species_name	id
689	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Thermomonosporaceae	Actinomadura	Actinomadura sp. WMMB499	tax689
690	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata	tax690
691	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	Thermomonosporaceae	NA	NA	tax691
692	6	1	1	0	0	0	0	0	0	0	0	0	2	0	4	14	Bacteria	NA	Actinobacteria	Streptosporangiales	Actinobacteria	NA	NA	NA	tax692
693	5	3	3	1	0	1	0	0	0	0	0	0	5	4	3	25	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Actinobacteria bacterium IMCC26256	tax693
694	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	6	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	actinobacterium SCGC AAA027-E22	tax694
695	172	182	142	21	8	20	2	2	2	6	5	4	243	124	291	1224	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	uncultured actinobacterium	tax695
696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	uncultured actinobacterium Rifle_16ft_4_minimus_38826	tax696
697	181	208	157	56	60	68	43	47	94	68	66	121	201	155	195	1720	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	NA	tax697
698	0	0	1	0	0	8	0	1	3	1	1	5	0	0	3	23	Bacteria	NA	Actinobacteria	NA	Coriobacteriia	NA	NA	NA	tax698
699	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Bacteria	NA	Actinobacteria	NA	Nitriliruptoria	NA	NA	NA	tax699
700	31	18	33	9	0	5	0	0	3	0	0	0	36	17	74	226	Bacteria	NA	Actinobacteria	NA	NA	NA	NA	Actinobacteria bacterium IMCC19121	tax700
701	14	8	7	2	5	5	0	0	0	0	0	0	29	21	26	117	Bacteria	NA	Actinobacteria	NA	NA	NA	NA	Actinobacteria bacterium IMCC25003	tax701
702	10	10	10	3	2	1	0	0	4	1	0	0	13	9	13	76	Bacteria	NA	Actinobacteria	NA	NA	NA	NA	Actinobacteria bacterium IMCC26077	tax702
703	30	30	15	5	0	10	0	0	0	6	1	0	68	25	71	261	Bacteria	NA	Actinobacteria	NA	NA	NA	NA	Actinobacteria bacterium IMCC26103	tax703
704	724	748	484	73	74	100	22	16	24	30	31	26	1209	533	1322	5416	Bacteria	NA	Actinobacteria	NA	NA	NA	NA	NA	tax704
705	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Bacteria	NA	Armatimonadetes	NA	NA	NA	NA	Armatimonadetes bacterium Uphvl-Ar1	tax705
706	2	5	341	5	9	2411	0	1	97	0	2	73	0	6	719	3671	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides caccae	tax706
707	0	0	39	2	0	268	0	0	11	0	0	23	0	0	80	423	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides caecimuris	tax707
708	8	0	564	12	14	3525	1	8	158	2	1	168	7	1	1450	5919	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	tax708
709	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides coprocola	tax709
710	0	0	0	0	0	3	0	0	5	0	0	1	0	0	0	9	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides coprosuis	tax710
711	3	0	486	20	20	5054	3	11	616	7	7	439	4	2	1190	7862	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides dorei	tax711
712	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	tax712
713	3	1	416	6	6	2758	1	9	263	3	6	155	9	4	989	4629	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides fragilis	tax713
714	0	0	1	0	0	18	0	0	2	0	0	1	0	0	7	29	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides graminisolvens	tax714
715	0	0	10	0	0	34	0	0	12	0	0	3	0	0	15	74	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides helcogenes	tax715
716	0	0	15	0	0	44	0	0	7	0	0	5	0	0	12	83	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides heparinolyticus	tax716
717	0	2	169	2	1	1089	0	0	117	2	2	91	0	1	373	1849	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	tax717
718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides luti	tax718
719	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides massiliensis	tax719
720	1	0	432	0	3	2958	1	5	148	2	3	101	2	3	859	4518	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides ovatus	tax720
721	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides paurosaccharolyticus	tax721
722	0	0	39	0	2	214	0	1	32	0	1	17	0	0	42	348	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides salanitronis	tax722
723	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	tax723
724	2	0	153	1	1	874	0	1	60	2	1	49	2	0	277	1423	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides sp. A1C1	tax724
725	0	0	0	0	0	9	0	1	8	0	0	5	0	0	5	28	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides stercoris	tax725
726	2	5	655	17	5	4420	7	5	303	0	5	200	2	11	1200	6837	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	tax726
727	1	0	423	5	4	2075	0	2	133	4	0	113	0	2	730	3492	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides uniformis	tax727
728	3	2	434	13	12	4478	1	4	246	0	3	175	1	5	978	6355	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	tax728
729	0	0	249	3	8	1436	0	0	86	1	3	63	1	2	379	2231	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	tax729
730	0	0	2	0	0	16	0	0	2	0	0	1	0	0	5	26	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	Bacteroides zoogleoformans	tax730
731	0	0	2	0	0	15	0	0	2	0	0	3	0	0	0	22	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	uncultured Bacteroides sp.	tax731
732	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	6	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	uncultured Bacteroides sp. Rifle_16ft_4_minimus_26618	tax732
733	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	4	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	uncultured Bacteroides sp. Rifle_16ft_4_minimus_9028	tax733
734	33	20	5630	130	111	44949	34	56	3070	47	48	2280	43	57	11843	68351	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Bacteroidaceae	Bacteroides	NA	tax734
735	0	0	21	0	0	84	0	2	15	0	0	19	0	0	31	172	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Barnesiellaceae	Barnesiella	Barnesiella viscericola	tax735
736	2	2	1	0	1	14	0	0	24	0	0	9	1	2	6	62	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Dysgonamonadaceae	Proteiniphilum	Proteiniphilum saccharofermentans	tax736
737	0	0	2	0	0	10	0	1	3	0	0	4	0	0	6	26	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Muribaculaceae	Duncaniella	NA	tax737
738	0	0	1	0	0	12	0	0	0	0	0	1	0	0	2	16	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Muribaculaceae	Muribaculum	Muribaculum intestinale	tax738
739	0	1	2	0	0	15	0	0	6	0	0	5	0	0	5	34	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Muribaculaceae	Muribaculum	Muribaculum sp. H5	tax739
740	0	0	10	3	0	53	0	0	6	0	0	6	0	0	20	98	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Muribaculaceae	Muribaculum	Muribaculum sp. TLL-A4	tax740
741	0	0	2	0	0	1	0	0	6	0	0	0	0	0	5	14	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Muribaculaceae	Muribaculum	NA	tax741
742	0	0	2	1	0	6	0	0	3	0	0	2	0	0	0	14	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Muribaculaceae	NA	NA	tax742
743	1	0	97	2	0	503	0	0	62	0	0	35	0	1	218	919	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Odoribacteraceae	Butyricimonas	Butyricimonas faecalis	tax743
744	4	4	456	4	4	1373	0	5	145	5	0	108	4	1	864	2977	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	tax744
745	0	0	3	0	0	22	0	0	5	0	0	2	0	0	10	42	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Odoribacteraceae	NA	NA	tax745
746	2	2	104	7	9	538	1	0	108	2	5	87	0	0	359	1224	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Paludibacteraceae	Paludibacter	Paludibacter propionicigenes	tax746
747	1	1	4	3	1	22	0	2	19	1	2	15	2	1	12	86	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Fermentimonas	Fermentimonas caenicola	tax747
748	0	0	6	0	0	15	0	0	7	1	0	8	0	0	8	45	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Petrimonas	Petrimonas mucosa	tax748
749	0	0	3	0	0	24	0	0	25	0	0	28	0	0	9	89	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Petrimonas	Petrimonas sp. IBARAKI	tax749
750	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Petrimonas	NA	tax750
751	0	0	0	2	0	3	1	0	2	1	0	2	0	0	0	11	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica	tax751
752	0	0	2	0	0	19	0	0	14	0	0	8	0	0	5	48	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	tax752
753	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Porphyromonas	Porphyromonas crevioricanis	tax753
754	0	0	1	0	0	6	0	0	3	0	0	3	0	0	1	14	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	tax754
755	0	0	1	0	0	5	0	0	3	0	0	2	0	0	0	11	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	Porphyromonas	NA	tax755
756	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	NA	uncultured Porphyromonadaceae bacterium	tax756
757	0	0	5	0	0	52	0	0	43	0	0	28	0	1	18	147	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Porphyromonadaceae	NA	NA	tax757
758	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	6	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Alloprevotella	Alloprevotella sp. E39	tax758
759	0	0	163	3	1	624	0	2	50	0	0	44	1	0	176	1064	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila	tax759
760	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Paraprevotella	NA	tax760
761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella albensis	tax761
762	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella amnii	tax762
763	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella bivia	tax763
764	0	0	1	0	0	13	0	0	2	0	0	0	0	0	5	21	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella copri	tax764
765	0	0	7	0	0	38	0	0	5	0	0	5	1	0	12	68	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella dentalis	tax765
766	0	0	1	0	1	6	0	0	11	1	0	9	0	0	4	33	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella denticola	tax766
767	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella enoeca	tax767
768	0	0	3	0	0	8	0	0	0	0	0	0	0	0	3	14	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella fusca	tax768
769	0	0	11	0	0	79	0	1	5	0	0	5	0	0	15	116	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella intermedia	tax769
770	0	0	0	2	1	5	0	0	1	0	0	1	1	0	1	12	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella jejuni	tax770
771	0	0	1	1	0	12	0	1	2	0	0	4	0	0	2	23	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella melaninogenica	tax771
772	1	0	11	0	0	36	0	0	9	0	0	5	0	0	7	69	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella oris	tax772
773	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella oryzae	tax773
774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella paludivivens	tax774
775	0	0	3	0	0	16	0	0	1	0	0	5	0	0	0	25	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella ruminicola	tax775
776	0	0	3	0	0	8	0	0	1	0	0	6	0	0	0	18	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella scopos	tax776
777	0	0	1	1	0	3	0	0	1	0	0	1	0	1	2	10	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 299	tax777
778	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	Prevotella stercorea	tax778
779	1	0	54	3	0	208	1	2	37	0	1	42	0	0	59	408	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	Prevotella	NA	tax779
780	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Prevotellaceae	NA	NA	tax780
781	1	1	384	2	6	1226	5	3	244	2	0	148	2	0	464	2488	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes finegoldii	tax781
782	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes inops	tax782
783	0	0	51	1	0	187	0	1	39	1	2	48	0	0	67	397	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes megaguti	tax783
784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes putredinis	tax784
785	3	0	534	0	7	1901	4	5	332	2	5	278	2	2	600	3675	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes shahii	tax785
786	0	0	45	0	0	83	0	0	13	2	0	18	0	0	46	207	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes sp. 3BBH6	tax786
787	0	0	18	0	0	74	0	0	14	0	3	7	0	1	20	137	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes sp. 5CBH24	tax787
788	0	2	55	0	0	146	0	0	17	0	1	24	0	3	58	306	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes sp. 5CPEGH6	tax788
789	0	0	25	0	0	95	0	0	20	0	0	11	0	2	41	194	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	Alistipes sp. 6CPBBH3	tax789
790	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	uncultured Alistipes sp.	tax790
791	11	11	1678	2	19	4145	2	16	744	11	15	568	13	12	1745	8992	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Alistipes	NA	tax791
792	0	0	3	0	0	20	0	0	10	0	0	5	0	0	2	40	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Rikenellaceae	Mucinivorans	Mucinivorans hirudinis	tax792
793	0	0	133	8	5	1078	0	0	58	2	0	38	0	1	309	1632	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	tax793
794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii	tax794
795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii	tax795
796	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Parabacteroides	Parabacteroides merdae	tax796
797	0	0	15	0	0	102	0	0	5	0	0	3	0	2	33	160	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Parabacteroides	Parabacteroides sp. CT06	tax797
798	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Parabacteroides	uncultured Parabacteroides sp.	tax798
799	7	3	828	12	13	6757	6	5	246	5	3	174	10	5	1818	9892	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Parabacteroides	NA	tax799
800	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Tannerella	Tannerella forsythia	tax800
801	0	0	2	1	0	4	0	0	2	0	0	0	0	0	0	9	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Tannerella	Tannerella sp. oral taxon HOT-286	tax801
802	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	Tannerellaceae	Tannerella	NA	tax802
803	0	0	68	0	1	215	0	1	124	0	1	123	0	0	111	644	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	NA	NA	Bacteroidales bacterium CF	tax803
804	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	NA	NA	uncultured Bacteroidales bacterium	tax804
805	4	2	788	11	10	4699	2	12	502	5	6	415	5	8	1318	7787	Bacteria	NA	Bacteroidetes	Bacteroidales	Bacteroidia	NA	NA	NA	tax805
806	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	NA	Rhodothermaceae	Salinibacter	Salinibacter ruber	tax806
807	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	Bacteria	NA	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	NA	Rhodothermaceae	NA	Rhodothermaceae bacterium	tax807
808	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	NA	Rhodothermaceae	NA	Rhodothermaceae bacterium RA	tax808
809	1	3	0	1	5	6	0	1	2	0	2	3	4	2	3	33	Bacteria	NA	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	NA	Rhodothermaceae	NA	NA	tax809
810	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Arachidicoccus	Arachidicoccus sp. B3-10	tax810
811	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	4	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Arachidicoccus	Arachidicoccus sp. BS20	tax811
812	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	6	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Arachidicoccus	Arachidicoccus sp. KIS59-12	tax812
813	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Chitinophaga	Chitinophaga caeni	tax813
814	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis	tax814
815	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Chitinophaga	Chitinophaga sp. MD30	tax815
816	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Chitinophaga	Chitinophaga sp. XS-30	tax816
817	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Chitinophaga	NA	tax817
818	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Flavisolibacter	Flavisolibacter sp. 17J28-1	tax818
819	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Niabella	Niabella ginsenosidivorans	tax819
820	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Niabella	Niabella soli	tax820
821	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	Paraflavitalea	Paraflavitalea soli	tax821
822	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	6	Bacteria	NA	Bacteroidetes	Chitinophagales	Chitinophagia	Chitinophagaceae	NA	NA	tax822
823	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Cytophagales	Cytophagia	Amoebophilaceae	Candidatus Cardinium	Candidatus Cardinium hertigii	tax823
824	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Bacteroidetes	Cytophagales	Cytophagia	Amoebophilaceae	Candidatus Cardinium	Cardinium endosymbiont of Encarsia pergandiella	tax824
825	144	218	369	459	511	228	326	337	184	564	445	219	160	277	162	4603	Bacteria	NA	Bacteroidetes	Cytophagales	Cytophagia	Bernardetiaceae	Bernardetia	Bernardetia litoralis	tax825
826	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	Bacteria	NA	Bacteroidetes	Cytophagales	Cytophagia	Bernardetiaceae	NA	NA	tax826
827	13	8	21	8	9	24	2	10	6	6	3	5	29	24	21	189	Bacteria	NA	Bacteroidetes	Cytophagales	Cytophagia	Cyclobacteriaceae	Algoriphagus	Algoriphagus sanaruensis	tax827
828	1	1	0	0	5	0	4	3	12	3	2	10	0	2	4	47	Bacteria	NA	Bacteroidetes	Cytophagales	Cytophagia	Cyclobacteriaceae	Aquiflexum	Aquiflexum balticum	tax828
