A0_2	20059442
A1_2	25957664
A5_0	19399844
A8_0	27681122
B0_2	19952284
B1_2	28623962
B5_0	20606324
B8_0	25579898
C0_2	21751644
C1_2	31804918
C5_0	32412400
C8_0	31685662
GP_1	26126182
GP_2	23392388
GP_3	26331380
